scenarioNo,ImageAll,TextLeft,TextRight,TypeLeft,TypeRight,Lefttype,Righttype,trials_Practice.thisRepN,trials_Practice.thisTrialN,trials_Practice.thisN,trials_Practice.thisIndex,trials_Pre.thisRepN,trials_Pre.thisTrialN,trials_Pre.thisN,trials_Pre.thisIndex,rating_p.response,rating_p.rt,textRight_p.started,textRight_p.stopped,rating.response,rating.rt,textLeft.started,textLeft.stopped,ThankYou.started,ThankYou.stopped,participant,session,date,expName,psychopyVersion,frameRate,
scenario5,scenario_5.jpg,iCub è annoiato.,iCub è in fase di spegnimento.,,,I,M,,,,,0,9,9,2,,,,,92,4.752,206.98872569999367,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario7,scenario_7.jpg,iCub traccia la posizione della palla.,iCub non vede l'ora di ricevere la palla.,,,M,I,,,,,0,10,10,3,,,,,33,7.305,211.7847114999895,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario22,scenario_22.jpg,iCub riporta la testa nella posizione iniziale.,iCub non è più interessato al giocattolo.,,,M,I,,,,,0,11,11,27,,,,,41,18.891,219.13668229999894,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario31,scenario_31.jpg,iCub mette gli oggetti nel contenitore con la forma corrispondente.,iCub sa che è giusto mettere in ordine il tavolo dopo aver giocato.,,,M,I,,,,,0,12,12,31,,,,,30,10.133,238.08079649999854,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario17,scenario_17.jpg,iCub cerca di essere affascinante.,iCub ha i motori delle palpebre rotti.,,,I,M,,,,,0,13,13,24,,,,,96,9.149,248.26495959999738,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario15,scenario_15.jpg,iCub rileva facimente gli oggetti con uno schermo.,iCub è incuriosito dalla tecnologia digitale.,,,M,I,,,,,0,14,14,7,,,,,8,13.155,257.4611750999902,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario24,scenario_24.jpg,iCub traccia i movimenti della mano.,iCub ha capito che la ragazza vuole la palla.,,,M,I,,,,,0,15,15,11,,,,,9,6.446,270.67054509998707,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario16,scenario_16.jpg,iCub ha deciso di cucinare una torta.,iCub segue le istruzioni della ricetta.,,,I,M,,,,,0,16,16,8,,,,,100,5.773,277.1623246999952,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario12,scenario_12.jpg,iCub allinea la testa con la webcam.,iCub è sorpreso dalla webcam che si muove.,,,M,I,,,,,0,17,17,6,,,,,0,5.337,282.9842923999968,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario20,scenario_20.jpg,iCub muove la testa verso I maglioni dai colori luminosi.,iCub è sorpreso che ci sia una persona nuova.,,,M,I,,,,,0,18,18,26,,,,,100,6.736,288.36791649999213,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario33,scenario_33.jpg,iCub è affascinato dall'uso degli utensili.,iCub afferra l'oggetto più vicino.,,,I,M,,,,,0,19,19,32,,,,,61,8.472,295.1516674999875,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario19,scenario_19.jpg,iCub non ha intenzione di raccogliere la lattina caduta.,iCub non può bloccare la procedura nonostante la lattina stia cadendo.,,,I,M,,,,,0,20,20,25,,,,,87,9.502,303.67345789998944,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario29,scenario_29.jpg,iCub è bloccato.,iCub immagina che il giocattolo sia ancora lì.,,,M,I,,,,,0,21,21,14,,,,,82,13.404,313.22281909998856,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario10,scenario_10.jpg,iCub rileva differenze tra il vecchio e il nuovo oggetto in scena.,iCub vuole leggere il libro.,,,M,I,,,,,0,22,22,21,,,,,11,5.787,326.67496669999673,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario4,scenario_4.jpg,iCub calcola il numero di monete.,iCub ha deciso di restituire le monete.,,,M,I,,,,,0,23,23,18,,,,,18,6.089,332.50755539999227,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario26,scenario_26.jpg,iCub è deluso che la palla non rimbalzi.,iCub ha un malfunzionamento alla mano.,,,I,M,,,,,0,24,24,12,,,,,78,14.518,338.64797309999994,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario34,scenario_34.jpg,iCub aggiorna le coordinate della posizione della palla.,iCub ha deciso di non lanciare la palla.,,,M,I,,,,,0,25,25,33,,,,,9,8.367,353.2189400999923,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario14,scenario_14.jpg,iCub registra le città italiane in ordine alfabetico.,iCub preferisce le città italiane.,,,M,I,,,,,0,26,26,23,,,,,17,5.537,361.6332001999981,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario21,scenario_21.jpg,iCub pensa che le ragazze abbiano bisogno di cibo sano.,iCub può afferrare le arance più facilmente della torta.,,,I,M,,,,,0,27,27,10,,,,,89,6.959,367.21665219998977,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario8,scenario_8.jpg,iCub finge di essere un giardiniere.,iCub regola la forza in base al peso dell'oggetto.,,,I,M,,,,,0,28,28,4,,,,,92,5.814,374.2241687999922,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario32,scenario_32.jpg,iCub si diverte contando le dita su ciascuna mano.,iCub calibra la posizione della testa con quella della mano.,,,I,M,,,,,0,29,29,16,,,,,95,7.162,380.08387079999375,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario13,scenario_13.jpg,iCub vuole disegnare qualcosa.,iCub ottimizza la presa sugli oggetti piccoli.,,,I,M,,,,,0,30,30,22,,,,,91,5.816,387.29423879999376,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario11,scenario_11.jpg,iCub calcola il peso delle palle.,iCub vuole giocare con la ragazza.,,,M,I,,,,,0,31,31,5,,,,,10,3.715,393.15295889999834,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario18,scenario_18.jpg,iCub misura la distanza fra la ragazza e le cuffie.,iCub si aspetta che la ragazza dia in prestito le cuffie.,,,M,I,,,,,0,32,32,9,,,,,38,9.553,396.9073561999976,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
scenario25,scenario_25.jpg,iCub bara guardando le carte dell'avversario.,iCub ha perso l'equilibrio per un momento.,,,I,M,,,,,0,33,33,29,,,,,38,10.303,406.5097611999954,None,,,22,001,2021_Nov_18_1359,InStance_GRUPPO_Psychopy,2020.1.3,60.21495534579522,
,,,,,,,,,,,,,,,,,,,,,,,,416.8331399999879,None,,,,,,,
